REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0.00142942
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
REP	0	0
